144552912,9.3498486
144552912,9.3501884
144552912,9.3505485
144552912,9.3508058
144552912,9.3510534
144552912,9.3514747
144552912,9.3521273
144552912,9.3524201
144552912,9.3525839
144552912,9.3527255
144552912,9.3530759
144552912,9.353404
144552912,9.3537287
144552912,9.354179
144552912,9.354581
144552912,9.3547868
144552912,9.3551147
144552912,9.3553365
144552912,9.355581
42991631,8.5856624
42991631,8.5851822
42991631,8.5834239
42991631,8.5831331
42991631,8.5825621
42991631,8.5825197
42991631,8.5818832
42991631,8.5812759
42991632,8.5617847
42991632,8.5610765
42991632,8.560503
42991632,8.5595327
42991634,8.5052981
42991635,8.5053563
42991635,8.5038165
42991636,8.5038165
42991637,8.5058627
42991637,8.5064511
42991637,8.5066534
42991637,8.5069191
42991637,8.5070322
42991637,8.5071685
42991637,8.5073621
42991637,8.5075176
42991637,8.5076101
42991637,8.5076473
42991637,8.5076518
42991638,8.5075176
42991638,8.5075775
42991638,8.5076333
42991638,8.507658
42991638,8.5076612
42991638,8.5077825
42991638,8.5078162
42991641,8.5109209
